Product_Supermarket_Identifier,Product_Supermarket_Sales
FDI15_CHUKWUDI017,8933.889
FDN27_CHUKWUDI018,2472.1567
FDF33_CHUKWUDI010,455.73822
FDZ34_CHUKWUDI035,6601.2266
NCJ31_CHUKWUDI017,8102.145
NCS18_CHUKWUDI013,3678.039
FDU13_CHUKWUDI019,801.7952
DRF37_CHUKWUDI019,1444.47
DRP35_CHUKWUDI018,3029.0635
FDW44_CHUKWUDI049,6549.297
FDL25_CHUKWUDI049,3367.6602
FDY47_CHUKWUDI045,4451.486
FDH35_CHUKWUDI027,9297.034
FDR21_CHUKWUDI017,5971.095
FDR58_CHUKWUDI049,3332.28
FDW45_CHUKWUDI027,8988.018
NCX17_CHUKWUDI017,7921.189
NCM55_CHUKWUDI046,6109.5327
FDB17_CHUKWUDI049,6436.0103
NCW29_CHUKWUDI049,4522.0513
FDW52_CHUKWUDI049,5820.5894
FDY21_CHUKWUDI027,11394.336
FDF21_CHUKWUDI035,7384.557
FDD56_CHUKWUDI010,940.7845
FDV50_CHUKWUDI013,3687.7588
FDG21_CHUKWUDI045,5049.2124
FDX08_CHUKWUDI019,985.3763
NCW06_CHUKWUDI017,6690.4146
NCP50_CHUKWUDI013,2538.7903
NCF30_CHUKWUDI010,651.4094
FDZ37_CHUKWUDI013,3242.258
DRH59_CHUKWUDI010,358.61316
FDQ14_CHUKWUDI010,929.95624
NCC06_CHUKWUDI046,4013.7424
FDQ48_CHUKWUDI046,3445.7363
FDV47_CHUKWUDI013,2643.711
FDZ33_CHUKWUDI035,5314.3013
FDA50_CHUKWUDI049,2988.2876
FDZ20_CHUKWUDI035,8961.611
FDD32_CHUKWUDI013,2846.3677
FDS04_CHUKWUDI013,5091.2446
FDX35_CHUKWUDI017,8314.451
FDK03_CHUKWUDI027,13818.743
FDL50_CHUKWUDI018,3937.3718
DRF15_CHUKWUDI019,830.43964
FDL34_CHUKWUDI018,3725.7134
FDD44_CHUKWUDI017,9783.7
FDJ57_CHUKWUDI018,6366.098
NCY54_CHUKWUDI035,6111.555
DRK11_CHUKWUDI018,4690.1255
FDC44_CHUKWUDI049,3873.816
NCF55_CHUKWUDI013,1666.6324
FDP23_CHUKWUDI045,7734.843
FDS25_CHUKWUDI046,3936.024
NCJ06_CHUKWUDI017,3935.61
FDJ21_CHUKWUDI027,9088.836
NCU18_CHUKWUDI035,4867.321
FDH34_CHUKWUDI027,11030.057
FDM27_CHUKWUDI018,4359.0044
FDN13_CHUKWUDI046,3014.5
FDH19_CHUKWUDI046,5517.379
FDX32_CHUKWUDI010,808.9747
FDV22_CHUKWUDI010,870.1228
FDA20_CHUKWUDI018,6103.8906
NCP42_CHUKWUDI045,6974.18
FDU44_CHUKWUDI049,6500.155
FDR47_CHUKWUDI027,11284.961
NCC31_CHUKWUDI010,1015.0582
FDP25_CHUKWUDI027,12664.195
DRP47_CHUKWUDI017,8651.689
FDV25_CHUKWUDI045,8117.6753
NCQ17_CHUKWUDI017,5318.7817
FDI24_CHUKWUDI019,920.76575
FDE46_CHUKWUDI013,5253.8354
FDS36_CHUKWUDI013,4036.1016
FDQ45_CHUKWUDI046,7040.6406
FDG56_CHUKWUDI013,1959.5278
FDN56_CHUKWUDI049,5419.527
FDE36_CHUKWUDI027,10147.897
FDK45_CHUKWUDI017,3782.1987
FDT26_CHUKWUDI018,2669.7515
FDW34_CHUKWUDI019,1325.6404
FDF34_CHUKWUDI045,7340.155
FDQ40_CHUKWUDI019,955.27814
FDP59_CHUKWUDI046,3175.8926
FDW19_CHUKWUDI046,3965.482
FDI14_CHUKWUDI045,4718.9814
NCU42_CHUKWUDI017,6072.6636
FDA03_CHUKWUDI049,4796.1294
FDR21_CHUKWUDI046,5831.728
DRK23_CHUKWUDI017,9469.796
FDF44_CHUKWUDI045,4532.3447
FDK28_CHUKWUDI027,13868.088
FDU45_CHUKWUDI019,662.6694
FDO39_CHUKWUDI045,6590.2827
NCS30_CHUKWUDI017,4440.472
NCS42_CHUKWUDI049,3182.4595
DRA12_CHUKWUDI045,4996.0557
FDB17_CHUKWUDI045,6064.6475
NCV42_CHUKWUDI010,226.37108
NCW17_CHUKWUDI018,3112.5933
FDZ48_CHUKWUDI046,3387.2993
FDN16_CHUKWUDI046,3471.9048
FDQ14_CHUKWUDI035,4987.2515
FDV45_CHUKWUDI046,6295.4907
FDU43_CHUKWUDI027,13615.666
FDZ31_CHUKWUDI049,7038.478
FDG57_CHUKWUDI010,114.93156
FDY33_CHUKWUDI019,888.89984
FDS35_CHUKWUDI013,1907.6116
FDR48_CHUKWUDI013,5730.447
FDF32_CHUKWUDI045,6689.65
NCQ05_CHUKWUDI019,806.4479
DRE37_CHUKWUDI046,6582.2363
FDI07_CHUKWUDI045,7113.2915
FDH46_CHUKWUDI013,3733.334
FDD39_CHUKWUDI027,11963.196
FDT08_CHUKWUDI027,8807.338
FDH14_CHUKWUDI017,4964.4546
FDN45_CHUKWUDI027,12819.381
FDH35_CHUKWUDI017,5066.3003
DRF01_CHUKWUDI017,4938.2397
DRI03_CHUKWUDI017,6023.3315
FDR12_CHUKWUDI045,6259.773
FDV14_CHUKWUDI013,2445.4307
FDG21_CHUKWUDI027,9027.002
FDG46_CHUKWUDI019,677.9327
FDS31_CHUKWUDI045,6432.097
FDQ28_CHUKWUDI013,5526.112
NCK18_CHUKWUDI045,5802.869
FDB46_CHUKWUDI045,8319.212
NCA42_CHUKWUDI013,5795.0435
FDX36_CHUKWUDI049,9048.107
FDZ38_CHUKWUDI019,929.1595
FDQ57_CHUKWUDI035,5220.502
NCT17_CHUKWUDI027,11120.856
FDB17_CHUKWUDI027,10424.262
FDY49_CHUKWUDI013,5981.9683
FDO25_CHUKWUDI027,12190.149
FDN57_CHUKWUDI035,4872.9854
FDU51_CHUKWUDI017,5990.1665
FDY22_CHUKWUDI046,4895.5347
NCC18_CHUKWUDI046,5591.9634
FDZ15_CHUKWUDI046,3799.5708
NCK42_CHUKWUDI045,7656.607
FDP03_CHUKWUDI049,4583.7896
FDJ08_CHUKWUDI019,1032.1345
FDU46_CHUKWUDI013,3089.962
FDZ33_CHUKWUDI010,920.1536
FDZ39_CHUKWUDI046,3186.3005
FDB29_CHUKWUDI018,2695.4077
FDE24_CHUKWUDI010,740.79675
NCF30_CHUKWUDI018,2994.2996
NCR17_CHUKWUDI018,3342.0479
DRN37_CHUKWUDI017,5990.238
FDX27_CHUKWUDI046,2550.3716
FDL40_CHUKWUDI013,3043.9116
NCQ05_CHUKWUDI010,868.7405
DRJ24_CHUKWUDI049,7285.7104
FDG09_CHUKWUDI049,6588.679
FDE22_CHUKWUDI035,5861.1035
NCV06_CHUKWUDI018,6114.6914
FDA52_CHUKWUDI049,6099.502
FDF56_CHUKWUDI049,6464.1504
FDP60_CHUKWUDI046,3102.269
DRF15_CHUKWUDI018,3643.942
NCV05_CHUKWUDI046,5493.523
NCL19_CHUKWUDI049,4799.731
DRF23_CHUKWUDI046,6224.012
NCN14_CHUKWUDI027,10762.592
FDU19_CHUKWUDI046,6486.015
FDR04_CHUKWUDI010,207.62337
FDM52_CHUKWUDI035,4947.2163
FDZ33_CHUKWUDI018,4618.1265
FDB60_CHUKWUDI017,7227.729
FDI52_CHUKWUDI013,3791.643
NCI18_CHUKWUDI045,7538.473
FDW13_CHUKWUDI013,1799.628
FDU56_CHUKWUDI046,5912.3584
FDM15_CHUKWUDI046,5387.924
NCP06_CHUKWUDI010,777.4014
FDU04_CHUKWUDI019,669.69324
NCH07_CHUKWUDI019,883.72394
FDH26_CHUKWUDI013,5029.567
FDS28_CHUKWUDI013,1931.2115
NCT06_CHUKWUDI035,5746.2983
NCC18_CHUKWUDI017,5750.8853
FDT13_CHUKWUDI046,6458.786
FDA21_CHUKWUDI018,5542.2017
FDZ55_CHUKWUDI027,9492.755
FDZ32_CHUKWUDI013,3865.749
FDW02_CHUKWUDI013,4369.785
FDV46_CHUKWUDI013,4838.717
FDV11_CHUKWUDI035,6453.3047
FDX21_CHUKWUDI049,3903.4453
DRC13_CHUKWUDI018,3960.6738
FDY49_CHUKWUDI019,919.1215
FDR22_CHUKWUDI046,3660.7617
FDO36_CHUKWUDI019,944.61487
DRK47_CHUKWUDI045,8286.677
FDZ58_CHUKWUDI019,699.03033
FDP03_CHUKWUDI046,4285.903
FDV03_CHUKWUDI027,9068.91
FDF12_CHUKWUDI013,5331.731
DRG03_CHUKWUDI018,3655.186
FDP32_CHUKWUDI049,4561.9
FDZ36_CHUKWUDI017,6774.022
FDH10_CHUKWUDI017,6644.3843
FDM10_CHUKWUDI027,12493.986
FDM60_CHUKWUDI013,1434.1226
FDI60_CHUKWUDI013,2300.379
FDS50_CHUKWUDI045,7072.952
FDJ08_CHUKWUDI049,7399.7993
FDT19_CHUKWUDI045,6222.7754
FDX45_CHUKWUDI018,4260.681
FDL26_CHUKWUDI027,9407.997
FDK44_CHUKWUDI035,5987.825
FDE11_CHUKWUDI018,4815.7236
DRC24_CHUKWUDI017,5245.659
FDO13_CHUKWUDI013,6024.5312
FDW03_CHUKWUDI013,3617.0098
FDG40_CHUKWUDI010,35.506645
FDS14_CHUKWUDI045,5202.77
FDK58_CHUKWUDI013,3685.7598
FDV01_CHUKWUDI049,5474.806
NCB31_CHUKWUDI019,1439.2985
FDN04_CHUKWUDI045,6555.099
NCE42_CHUKWUDI035,8089.762
FDI48_CHUKWUDI013,1647.1255
NCW53_CHUKWUDI019,1020.8729
DRD24_CHUKWUDI018,3863.9307
FDD26_CHUKWUDI045,6869.568
FDM58_CHUKWUDI046,3798.7227
FDA44_CHUKWUDI010,278.75714
FDW36_CHUKWUDI049,3814.5999
FDZ31_CHUKWUDI018,5765.648
FDU47_CHUKWUDI045,4791.8687
FDT03_CHUKWUDI027,10774.471
FDJ20_CHUKWUDI049,4274.7476
FDL13_CHUKWUDI017,8555.126
FDJ55_CHUKWUDI027,12859.801
FDU37_CHUKWUDI013,2851.1106
DRK37_CHUKWUDI046,6922.779
FDE57_CHUKWUDI049,5245.7407
NCK29_CHUKWUDI019,671.9836
FDB04_CHUKWUDI013,2729.6982
FDZ59_CHUKWUDI010,914.1861
NCV17_CHUKWUDI035,4345.6313
FDK38_CHUKWUDI049,5568.946
FDT32_CHUKWUDI049,6713.5444
FDU22_CHUKWUDI017,4125.4375
FDZ23_CHUKWUDI049,6615.3823
FDR48_CHUKWUDI027,9121.063
DRN36_CHUKWUDI046,3298.5117
FDY15_CHUKWUDI019,862.3895
DRF01_CHUKWUDI019,803.0851
FDC59_CHUKWUDI010,359.80597
FDQ11_CHUKWUDI019,1409.457
FDK10_CHUKWUDI018,5994.538
FDU59_CHUKWUDI049,5833.8286
FDV19_CHUKWUDI019,891.77167
FDD41_CHUKWUDI013,3659.4624
NCU41_CHUKWUDI046,5993.3354
FDQ21_CHUKWUDI049,4106.4976
FDN57_CHUKWUDI049,4850.031
FDQ16_CHUKWUDI013,3135.55
NCW17_CHUKWUDI035,4319.503
FDJ44_CHUKWUDI049,6924.9727
DRE60_CHUKWUDI049,8829.648
DRL60_CHUKWUDI035,5507.953
FDC09_CHUKWUDI013,3647.808
FDK52_CHUKWUDI049,7507.7974
FDD36_CHUKWUDI010,671.33624
FDS14_CHUKWUDI017,5204.5337
NCD07_CHUKWUDI017,3819.0444
NCI29_CHUKWUDI046,5078.719
FDO44_CHUKWUDI013,3788.6748
FDS08_CHUKWUDI046,6358.54
NCC54_CHUKWUDI035,8378.409
FDH14_CHUKWUDI010,738.4695
FDF16_CHUKWUDI046,5155.8433
FDU52_CHUKWUDI018,4726.855
FDK38_CHUKWUDI017,5331.031
DRL35_CHUKWUDI010,62.178093
FDG58_CHUKWUDI035,5864.0527
FDW52_CHUKWUDI027,9769.773
FDD46_CHUKWUDI013,5616.5444
FDD56_CHUKWUDI017,6316.107
FDD22_CHUKWUDI018,3283.4915
FDI41_CHUKWUDI045,4835.0864
FDZ16_CHUKWUDI017,6586.265
FDR16_CHUKWUDI035,7797.4917
NCN26_CHUKWUDI010,737.40314
FDZ39_CHUKWUDI018,2332.1858
NCD06_CHUKWUDI013,1411.1133
FDT49_CHUKWUDI049,3861.0012
FDR35_CHUKWUDI027,11493.879
NCV29_CHUKWUDI019,935.6883
NCB30_CHUKWUDI019,1069.3729
NCM26_CHUKWUDI019,836.7979
NCP43_CHUKWUDI046,5840.1475
FDG41_CHUKWUDI049,3966.899
NCA29_CHUKWUDI017,6186.287
FDJ46_CHUKWUDI035,6604.7617
FDJ21_CHUKWUDI017,5139.9683
NCM43_CHUKWUDI010,876.02325
FDI32_CHUKWUDI049,3728.3008
FDY34_CHUKWUDI049,6389.6514
DRI13_CHUKWUDI017,7656.731
FDH27_CHUKWUDI019,794.7575
NCN43_CHUKWUDI010,730.51996
FDM15_CHUKWUDI018,4513.469
FDH47_CHUKWUDI049,3230.128
NCO18_CHUKWUDI046,6267.095
FDJ46_CHUKWUDI046,6524.2207
FDV45_CHUKWUDI049,6629.69
FDV08_CHUKWUDI013,1709.7043
FDX48_CHUKWUDI017,5320.2925
FDZ58_CHUKWUDI049,4170.7993
FDV31_CHUKWUDI045,6202.4385
FDO13_CHUKWUDI017,5888.864
FDZ58_CHUKWUDI018,3025.2078
FDM24_CHUKWUDI035,5573.128
FDT59_CHUKWUDI035,8114.5522
FDN04_CHUKWUDI018,5610.212
FDE36_CHUKWUDI049,6138.571
FDT39_CHUKWUDI045,5279.6636
NCE06_CHUKWUDI027,9659.074
FDB08_CHUKWUDI049,5837.7554
NCL19_CHUKWUDI046,4626.0776
NCX42_CHUKWUDI045,5731.013
FDD34_CHUKWUDI045,5727.67
FDS16_CHUKWUDI045,4813.3716
FDU19_CHUKWUDI017,6254.482
FDR02_CHUKWUDI018,2000.523
FDN10_CHUKWUDI018,3579.3948
FDZ55_CHUKWUDI017,5584.2173
DRF23_CHUKWUDI010,870.4831
FDN03_CHUKWUDI027,13843.672
FDR32_CHUKWUDI049,8727.3955
NCB30_CHUKWUDI049,7001.314
NCO17_CHUKWUDI017,4099.4233
FDC17_CHUKWUDI017,7720.9526
FDZ60_CHUKWUDI018,2287.6396
NCF30_CHUKWUDI035,4077.115
FDD21_CHUKWUDI013,4206.823
FDG02_CHUKWUDI019,1044.1912
FDK38_CHUKWUDI027,9098.076
DRM35_CHUKWUDI035,6414.6245
FDP34_CHUKWUDI049,5897.099
FDW47_CHUKWUDI019,685.95355
FDB36_CHUKWUDI017,4733.268
FDS36_CHUKWUDI046,3880.7883
FDN12_CHUKWUDI046,3463.536
FDL50_CHUKWUDI013,4816.9756
FDP09_CHUKWUDI018,6308.9795
FDQ52_CHUKWUDI027,13543.893
FDY15_CHUKWUDI017,4965.035
FDB46_CHUKWUDI049,8758.098
FDY39_CHUKWUDI049,6780.1807
DRL11_CHUKWUDI018,4770.197
FDJ48_CHUKWUDI027,13653.732
FDQ57_CHUKWUDI027,8980.237
FDZ56_CHUKWUDI027,9987.713
NCE07_CHUKWUDI018,4438.9683
FDZ07_CHUKWUDI010,364.56305
DRI23_CHUKWUDI018,4164.766
DRD25_CHUKWUDI049,4163.4927
FDX45_CHUKWUDI045,5167.8726
FDB02_CHUKWUDI027,10792.82
FDP49_CHUKWUDI013,1933.318
NCK18_CHUKWUDI027,9780.438
FDX08_CHUKWUDI046,6412.027
FDY01_CHUKWUDI018,3594.6558
FDS33_CHUKWUDI049,3331.5083
FDT60_CHUKWUDI019,665.8921
NCY30_CHUKWUDI035,6159.026
NCW06_CHUKWUDI045,6402.7354
FDU14_CHUKWUDI027,13352.338
FDX57_CHUKWUDI013,3394.912
NCR53_CHUKWUDI035,8313.011
FDU28_CHUKWUDI018,5290.728
FDC33_CHUKWUDI027,11668.922
DRG51_CHUKWUDI017,5698.747
FDR51_CHUKWUDI045,5266.429
FDY43_CHUKWUDI018,4765.5947
FDP44_CHUKWUDI049,3619.0737
FDO22_CHUKWUDI013,2879.2195
DRH51_CHUKWUDI013,2422.6018
FDA33_CHUKWUDI017,5172.6313
FDN23_CHUKWUDI045,5018.2085
FDQ55_CHUKWUDI018,3401.6152
NCY54_CHUKWUDI046,6149.0015
FDD52_CHUKWUDI013,3317.3296
FDZ35_CHUKWUDI049,3636.663
FDS31_CHUKWUDI019,991.56635
FDW33_CHUKWUDI049,3743.5728
DRH03_CHUKWUDI046,2679.0078
FDB23_CHUKWUDI027,12505.909
FDS07_CHUKWUDI017,3800.92
FDA10_CHUKWUDI017,4088.683
FDL26_CHUKWUDI049,5396.9854
FDB45_CHUKWUDI013,3437.5886
FDW47_CHUKWUDI046,3817.357
FDI34_CHUKWUDI017,9295.805
FDZ52_CHUKWUDI017,3534.0554
NCV06_CHUKWUDI017,7408.771
FDZ12_CHUKWUDI046,5173.9214
FDR22_CHUKWUDI018,2927.6223
NCD31_CHUKWUDI017,5906.671
FDP37_CHUKWUDI018,3181.2837
FDF58_CHUKWUDI010,317.4909
FDR32_CHUKWUDI027,13144.698
NCP14_CHUKWUDI018,2821.813
FDX49_CHUKWUDI017,8856.913
NCK42_CHUKWUDI017,7936.206
FDU57_CHUKWUDI045,5360.7964
FDK28_CHUKWUDI017,9355.391
FDK27_CHUKWUDI017,3989.5806
DRH13_CHUKWUDI046,3729.709
DRL23_CHUKWUDI049,3522.6812
DRZ11_CHUKWUDI018,3825.9126
FDP46_CHUKWUDI013,3114.7375
NCN43_CHUKWUDI049,4494.5225
FDJ12_CHUKWUDI017,7853.4653
FDD21_CHUKWUDI049,4198.562
DRI51_CHUKWUDI027,9832.945
FDK02_CHUKWUDI017,4078.2646
NCZ41_CHUKWUDI013,4096.973
FDB37_CHUKWUDI035,8427.215
DRE03_CHUKWUDI010,172.42552
NCC06_CHUKWUDI049,4279.4146
FDN21_CHUKWUDI049,5581.2637
FDC04_CHUKWUDI027,13093.81
FDY22_CHUKWUDI018,4022.0571
NCG43_CHUKWUDI010,469.72665
DRZ11_CHUKWUDI049,4621.046
FDR22_CHUKWUDI010,570.4064
NCF43_CHUKWUDI045,4888.946
FDG57_CHUKWUDI013,1426.0327
FDH38_CHUKWUDI017,4113.83
FDE22_CHUKWUDI045,5676.2407
FDR31_CHUKWUDI019,813.57
FDT34_CHUKWUDI049,3701.0935
FDT51_CHUKWUDI010,690.658
FDB36_CHUKWUDI045,4549.6787
FDJ15_CHUKWUDI027,10583.068
FDZ16_CHUKWUDI027,11293.656
FDC38_CHUKWUDI045,4415.611
NCW29_CHUKWUDI019,702.0713
FDC26_CHUKWUDI010,716.3854
FDG45_CHUKWUDI017,7757.3726
NCL55_CHUKWUDI045,9229.729
FDF56_CHUKWUDI035,6490.7905
FDA34_CHUKWUDI027,9790.71
NCV41_CHUKWUDI018,2691.7627
FDM39_CHUKWUDI027,10084.528
FDV01_CHUKWUDI045,5262.3403
NCA42_CHUKWUDI045,5585.1226
NCG43_CHUKWUDI046,2849.7405
FDT57_CHUKWUDI027,13454.619
NCQ38_CHUKWUDI013,3406.5098
FDS11_CHUKWUDI017,8119.5215
FDM58_CHUKWUDI049,4005.5608
DRH37_CHUKWUDI035,5753.6904
FDA33_CHUKWUDI049,5402.068
NCT42_CHUKWUDI046,5252.1714
FDI52_CHUKWUDI018,2663.4731
DRG03_CHUKWUDI010,836.3545
FDS44_CHUKWUDI027,13709.325
FDU40_CHUKWUDI018,5376.6675
NCZ18_CHUKWUDI019,1369.7462
FDJ58_CHUKWUDI018,5097.188
FDK25_CHUKWUDI049,6557.312
NCM31_CHUKWUDI045,4808.1763
FDU23_CHUKWUDI013,6094.241
FDP25_CHUKWUDI017,7718.4546
NCY41_CHUKWUDI010,24.15927
FDS10_CHUKWUDI017,6174.4683
FDO57_CHUKWUDI045,5240.4077
FDH19_CHUKWUDI018,4447.7583
FDV02_CHUKWUDI049,5638.606
NCL30_CHUKWUDI035,4296.2925
FDV35_CHUKWUDI018,3873.3027
FDU26_CHUKWUDI018,2617.8394
FDT37_CHUKWUDI019,1395.4617
FDZ48_CHUKWUDI019,615.80225
FDE33_CHUKWUDI013,2629.4937
NCH07_CHUKWUDI045,5378.0415
FDA50_CHUKWUDI013,2670.166
FDP26_CHUKWUDI013,3235.0122
FDT28_CHUKWUDI035,5101.0874
FDX07_CHUKWUDI035,6410.3184
FDQ15_CHUKWUDI010,414.87726
FDR28_CHUKWUDI018,4598.0186
FDB59_CHUKWUDI049,6948.9966
FDB38_CHUKWUDI018,4685.0806
DRG48_CHUKWUDI045,5125.181
DRD27_CHUKWUDI049,2900.1108
FDW49_CHUKWUDI045,5931.8984
FDS56_CHUKWUDI017,9859.2
NCS05_CHUKWUDI013,4854.4224
NCN07_CHUKWUDI049,4252.293
FDL32_CHUKWUDI019,652.29285
FDA45_CHUKWUDI018,4949.217
DRJ49_CHUKWUDI035,4553.4575
FDI45_CHUKWUDI046,6108.055
DRF13_CHUKWUDI045,5117.5225
FDS32_CHUKWUDI035,5059.8335
NCW53_CHUKWUDI049,6625.963
NCZ18_CHUKWUDI035,9360.074
FDL38_CHUKWUDI013,3257.2842
FDO21_CHUKWUDI035,9100.959
FDL20_CHUKWUDI046,3537.4058
FDP20_CHUKWUDI013,4253.207
FDD09_CHUKWUDI045,6258.1704
FDB40_CHUKWUDI018,3567.627
FDX09_CHUKWUDI019,959.2929
FDL09_CHUKWUDI035,5864.4634
FDB40_CHUKWUDI027,8672.801
FDW50_CHUKWUDI018,4126.8247
NCT06_CHUKWUDI019,924.11957
NCM55_CHUKWUDI049,6378.237
FDD26_CHUKWUDI046,6944.3823
FDB56_CHUKWUDI035,6997.987
NCC07_CHUKWUDI049,3482.9055
NCP54_CHUKWUDI049,4251.7373
FDX22_CHUKWUDI045,7741.648
FDO52_CHUKWUDI018,5167.683
NCH43_CHUKWUDI045,7828.2075
FDP27_CHUKWUDI018,6043.0103
NCT17_CHUKWUDI017,7223.1885
FDV39_CHUKWUDI018,5982.105
NCO53_CHUKWUDI049,6340.1245
FDV46_CHUKWUDI046,4559.4404
FDQ25_CHUKWUDI010,1238.9086
NCW53_CHUKWUDI027,11330.899
FDX43_CHUKWUDI045,5769.313
FDR48_CHUKWUDI017,5389.314
FDE17_CHUKWUDI049,5154.5522
FDP34_CHUKWUDI018,4186.977
FDD33_CHUKWUDI045,8329.049
FDM28_CHUKWUDI046,5875.8003
FDC22_CHUKWUDI046,7271.0386
FDL51_CHUKWUDI045,6963.7554
NCG42_CHUKWUDI049,4378.6367
FDY31_CHUKWUDI017,5119.2124
FDZ38_CHUKWUDI046,4980.817
FDK22_CHUKWUDI027,12508.9375
FDI45_CHUKWUDI018,5083.0103
FDX27_CHUKWUDI049,2906.0723
DRE49_CHUKWUDI010,794.04144
FDN60_CHUKWUDI017,5408.3774
FDR16_CHUKWUDI018,7192.431
DRJ35_CHUKWUDI013,1847.3018
FDG53_CHUKWUDI017,4823.9517
FDY24_CHUKWUDI013,2188.3447
NCP43_CHUKWUDI019,976.35077
FDQ40_CHUKWUDI046,6619.941
FDA51_CHUKWUDI013,3747.832
FDK43_CHUKWUDI013,4369.0894
FDL21_CHUKWUDI013,1397.804
FDB53_CHUKWUDI027,8715.659
FDG05_CHUKWUDI027,9287.24
FDX48_CHUKWUDI010,747.1924
FDE35_CHUKWUDI010,65.132385
FDU04_CHUKWUDI049,4288.555
FDY39_CHUKWUDI018,5969.0024
DRM35_CHUKWUDI027,10561.002
FDW34_CHUKWUDI035,9689.248
FDK02_CHUKWUDI018,3527.9753
FDW01_CHUKWUDI019,852.35114
NCC18_CHUKWUDI010,824.4036
FDS43_CHUKWUDI027,10920.447
FDZ45_CHUKWUDI018,6085.0503
DRD37_CHUKWUDI010,53.55503
FDJ02_CHUKWUDI035,5301.936
FDE24_CHUKWUDI035,4799.8926
FDC26_CHUKWUDI018,3189.1045
FDT14_CHUKWUDI013,4048.0654
FDL33_CHUKWUDI035,7289.859
NCD18_CHUKWUDI035,8083.767
FDF20_CHUKWUDI045,7035.687
DRJ01_CHUKWUDI010,704.51526
DRF03_CHUKWUDI013,1080.7091
FDX47_CHUKWUDI019,870.33594
FDS32_CHUKWUDI045,4721.053
FDG58_CHUKWUDI017,5660.2505
FDI22_CHUKWUDI019,1139.0609
FDQ23_CHUKWUDI013,3431.981
FDI44_CHUKWUDI013,2511.3877
FDA37_CHUKWUDI018,3859.1707
FDY15_CHUKWUDI045,4824.405
FDK33_CHUKWUDI045,7179.928
NCO17_CHUKWUDI046,4066.4304
DRJ37_CHUKWUDI027,9178.961
FDP45_CHUKWUDI017,9159.712
DRB24_CHUKWUDI035,5709.0923
FDR08_CHUKWUDI049,3722.8586
FDG60_CHUKWUDI035,7968.8457
FDS12_CHUKWUDI018,3767.1162
FDT01_CHUKWUDI049,7982.2773
FDU46_CHUKWUDI010,497.5598
FDX19_CHUKWUDI035,8125.7017
FDX35_CHUKWUDI019,1225.3872
FDS13_CHUKWUDI017,9883.924
FDW57_CHUKWUDI045,6483.769
DRF23_CHUKWUDI027,10187.214
FDP48_CHUKWUDI046,6857.0645
FDH35_CHUKWUDI010,802.53284
FDK38_CHUKWUDI018,4773.5347
FDZ01_CHUKWUDI046,3778.7148
NCO26_CHUKWUDI013,4064.8154
FDF52_CHUKWUDI019,979.50476
FDI57_CHUKWUDI027,11360.963
FDK25_CHUKWUDI035,6432.6772
FDV38_CHUKWUDI010,261.49164
FDX33_CHUKWUDI017,5899.618
FDD38_CHUKWUDI046,3519.8354
FDY19_CHUKWUDI049,3927.843
FDS20_CHUKWUDI017,6622.038
FDR21_CHUKWUDI027,10569.633
FDR44_CHUKWUDI035,4621.5806
FDQ57_CHUKWUDI019,808.3967
FDF47_CHUKWUDI017,7214.5005
NCL55_CHUKWUDI035,9418.904
FDS33_CHUKWUDI013,3250.9036
FDR44_CHUKWUDI010,342.12643
FDK20_CHUKWUDI049,4657.9956
DRA12_CHUKWUDI017,4995.33
NCV54_CHUKWUDI046,4160.6772
NCJ42_CHUKWUDI046,3162.3164
FDG35_CHUKWUDI018,4588.336
FDB45_CHUKWUDI018,2164.6963
DRK11_CHUKWUDI019,799.768
FDV51_CHUKWUDI013,5494.572
NCG54_CHUKWUDI027,10169.324
FDQ33_CHUKWUDI035,5316.726
FDJ44_CHUKWUDI045,6372.8735
NCP05_CHUKWUDI017,5043.9146
FDZ52_CHUKWUDI018,2341.0615
NCA18_CHUKWUDI010,752.5843
FDO40_CHUKWUDI017,4818.099
DRK59_CHUKWUDI027,13131.245
FDL39_CHUKWUDI018,4810.837
NCI42_CHUKWUDI027,12100.334
FDO12_CHUKWUDI035,6785.602
FDO57_CHUKWUDI018,4413.607
FDQ32_CHUKWUDI049,4312.921
FDE08_CHUKWUDI027,8902.412
NCL54_CHUKWUDI045,6156.2007
FDD23_CHUKWUDI049,6782.9946
NCS29_CHUKWUDI017,10344.354
FDV39_CHUKWUDI035,7378.266
FDV57_CHUKWUDI027,10935.657
FDF56_CHUKWUDI045,6216.4526
FDS43_CHUKWUDI017,7046.4673
NCT54_CHUKWUDI049,3307.7417
FDX15_CHUKWUDI027,9343.713
FDR47_CHUKWUDI018,5361.5386
FDA07_CHUKWUDI049,4657.4414
NCP06_CHUKWUDI049,5099.7354
FDJ10_CHUKWUDI049,5358.761
FDC52_CHUKWUDI045,5160.202
DRH03_CHUKWUDI010,497.11542
FDE46_CHUKWUDI046,4989.182
FDF10_CHUKWUDI018,4339.823
NCL31_CHUKWUDI046,5000.977
DRK13_CHUKWUDI049,7818.5767
FDA15_CHUKWUDI045,9237.391
FDU36_CHUKWUDI046,3380.2163
FDH44_CHUKWUDI010,721.6139
FDN34_CHUKWUDI035,6093.4194
FDW55_CHUKWUDI027,14016.283
FDO28_CHUKWUDI019,677.0091
FDS55_CHUKWUDI049,5379.3696
NCC18_CHUKWUDI035,5795.21
NCM06_CHUKWUDI017,5502.2524
