Item_ID,Store_ID,Item_Store_ID,Item_Weight,Item_Sugar_Content,Item_Visibility,Item_Type,Item_Price,Store_Start_Year,Store_Size,Store_Location_Type,Store_Type,Item_Store_Returns
DRN47,BABATUNJI035,DRN47_BABATUNJI035,12.1,Low Sugar,0.016823566,Hard Drinks,446.42,2011,Small,Cluster 2,Supermarket Type1,9437.72
DRN47,BABATUNJI045,DRN47_BABATUNJI045,12.1,Low Sugar,0,Hard Drinks,449.67,2009,,Cluster 2,Supermarket Type1,8988.3
DRN47,BABATUNJI046,DRN47_BABATUNJI046,12.1,Low Sugar,0.016826748,Hard Drinks,447.92,2004,Small,Cluster 1,Supermarket Type1,7640.06
DRN47,BABATUNJI049,DRN47_BABATUNJI049,12.1,Low Sugar,0.016852909,Hard Drinks,451.67,2006,Medium,Cluster 1,Supermarket Type1,7190.64
DRO35,BABATUNJI017,DRO35_BABATUNJI017,13.85,Ultra Low Sugar,0.034765901,Hard Drinks,285.62,2014,,Cluster 2,Supermarket Type1,4633.97
DRO35,BABATUNJI046,DRO35_BABATUNJI046,13.85,Low Sugar,0.034570357,Hard Drinks,293.62,2004,Small,Cluster 1,Supermarket Type1,8109.44
DRO35,BABATUNJI049,DRO35_BABATUNJI049,13.85,Low Sugar,0.034624104,Hard Drinks,287.62,2006,Medium,Cluster 1,Supermarket Type1,10136.81
DRO47,BABATUNJI010,DRO47_BABATUNJI010,10.195,Low Sugar,0.187841082,Hard Drinks,281.22,2005,,Cluster 3,Grocery Store,282.97
DRO47,BABATUNJI017,DRO47_BABATUNJI017,10.195,Low Sugar,0.112859454,Hard Drinks,286.22,2014,,Cluster 2,Supermarket Type1,6225.23
DRO47,BABATUNJI018,DRO47_BABATUNJI018,10.195,Low Sugar,0.112681821,Hard Drinks,284.97,2016,Medium,Cluster 3,Supermarket Type2,1131.86
DRO47,BABATUNJI046,DRO47_BABATUNJI046,10.195,Low Sugar,0,Hard Drinks,285.22,2004,Small,Cluster 1,Supermarket Type1,4527.44
DRO47,BABATUNJI049,DRO47_BABATUNJI049,10.195,Low Sugar,0.112399145,Hard Drinks,279.22,2006,Medium,Cluster 1,Supermarket Type1,5659.3
DRP35,BABATUNJI013,DRP35_BABATUNJI013,18.85,Low Sugar,0.09079168,Hard Drinks,317.83,1994,High,Cluster 3,Supermarket Type1,8948.35
DRP35,BABATUNJI018,DRP35_BABATUNJI018,18.85,Low Sugar,0.091237452,Hard Drinks,322.33,2016,Medium,Cluster 3,Supermarket Type2,3195.84
DRP35,BABATUNJI019,DRP35_BABATUNJI019,,Low Sugar,0.159096908,Hard Drinks,323.33,1992,Small,Cluster 1,Grocery Store,319.58
DRP35,BABATUNJI035,DRP35_BABATUNJI035,18.85,Low Sugar,0.090850115,Hard Drinks,316.58,2011,Small,Cluster 2,Supermarket Type1,2876.26
DRP35,BABATUNJI046,DRP35_BABATUNJI046,18.85,Low Sugar,0.090867297,Hard Drinks,318.33,2004,Small,Cluster 1,Supermarket Type1,9907.1
DRP35,BABATUNJI049,DRP35_BABATUNJI049,18.85,Low Sugar,0.091008572,Hard Drinks,324.08,2006,Medium,Cluster 1,Supermarket Type1,7989.6
DRP47,BABATUNJI017,DRP47_BABATUNJI017,15.75,Low Sugar,0.141398626,Hard Drinks,626.35,2014,,Cluster 2,Supermarket Type1,6939.3
DRQ35,BABATUNJI013,DRQ35_BABATUNJI013,9.3,Low Sugar,0.042256257,Hard Drinks,311.1,1994,High,Cluster 3,Supermarket Type1,4024.76
DRQ35,BABATUNJI017,DRQ35_BABATUNJI017,9.3,Low Sugar,0.042530668,Hard Drinks,313.85,2014,,Cluster 2,Supermarket Type1,7120.73
DRQ35,BABATUNJI018,DRQ35_BABATUNJI018,9.3,Low Sugar,0.042463728,Hard Drinks,304.85,2016,Medium,Cluster 3,Supermarket Type2,2786.37
DRQ35,BABATUNJI049,DRQ35_BABATUNJI049,9.3,Low Sugar,0.042357203,Hard Drinks,308.1,2006,Medium,Cluster 1,Supermarket Type1,4643.96
DRZ11,BABATUNJI013,DRZ11_BABATUNJI013,8.85,Normal Sugar,0.112571187,Soft Drinks,305.1,1994,High,Cluster 3,Supermarket Type1,4024.76
DRZ11,BABATUNJI017,DRZ11_BABATUNJI017,8.85,Normal Sugar,0.113302223,Soft Drinks,312.85,2014,,Cluster 2,Supermarket Type1,2786.37
DRZ11,BABATUNJI018,DRZ11_BABATUNJI018,8.85,Normal Sugar,0.113123893,Soft Drinks,306.35,2016,Medium,Cluster 3,Supermarket Type2,4024.76
DRZ11,BABATUNJI049,DRZ11_BABATUNJI049,8.85,Normal Sugar,0.112840108,Soft Drinks,305.1,2006,Medium,Cluster 1,Supermarket Type1,3095.97
DRZ24,BABATUNJI017,DRZ24_BABATUNJI017,7.535,Low Sugar,0.082250143,Soft Drinks,295.86,2014,,Cluster 2,Supermarket Type1,7789.86
DRZ24,BABATUNJI046,DRZ24_BABATUNJI046,7.535,Low Sugar,0.081787519,Soft Drinks,302.11,2004,Small,Cluster 1,Supermarket Type1,5392.98
DRZ24,BABATUNJI049,DRZ24_BABATUNJI049,7.535,Low Sugar,0.081914677,Soft Drinks,300.86,2006,Medium,Cluster 1,Supermarket Type1,9587.52
FDA01,BABATUNJI010,FDA01_BABATUNJI010,15,Normal Sugar,0.091018048,Canned,150.73,2005,,Cluster 3,Grocery Store,292.95
FDA02,BABATUNJI013,FDA02_BABATUNJI013,14,Normal Sugar,0.029697925,Dairy,357.7,1994,High,Cluster 3,Supermarket Type1,7946.32
FDA02,BABATUNJI018,FDA02_BABATUNJI018,14,Normal Sugar,0.029843736,Dairy,359.95,2016,Medium,Cluster 3,Supermarket Type2,2167.18
FDA02,BABATUNJI019,FDA02_BABATUNJI019,,Normal Sugar,0.052040539,Dairy,357.95,1992,Small,Cluster 1,Grocery Store,722.39
FDA02,BABATUNJI027,FDA02_BABATUNJI027,,Normal Sugar,0.029578726,Dairy,358.95,1992,Medium,Cluster 3,Supermarket Type3,9391.11
FDA02,BABATUNJI045,FDA02_BABATUNJI045,14,Normal Sugar,0.029782937,Dairy,365.95,2009,,Cluster 2,Supermarket Type1,2167.18
FDA02,BABATUNJI046,FDA02_BABATUNJI046,14,Normal Sugar,0.029722659,Dairy,358.7,2004,Small,Cluster 1,Supermarket Type1,3973.16
FDA02,BABATUNJI049,FDA02_BABATUNJI049,14,Normal Sugar,0.02976887,Dairy,363.7,2006,Medium,Cluster 1,Supermarket Type1,3250.77
FDA03,BABATUNJI010,FDA03_BABATUNJI010,18.5,Normal Sugar,0.076097035,Dairy,364.53,2005,,Cluster 3,Grocery Store,729.05
FDA03,BABATUNJI013,FDA03_BABATUNJI013,18.5,Normal Sugar,0.045425939,Dairy,362.28,1994,High,Cluster 3,Supermarket Type1,4738.83
FDA03,BABATUNJI027,FDA03_BABATUNJI027,,Normal Sugar,0.045243613,Dairy,367.03,1992,Medium,Cluster 3,Supermarket Type3,8748.61
FDA03,BABATUNJI035,FDA03_BABATUNJI035,18.5,Normal Sugar,0,Dairy,360.53,2011,Small,Cluster 2,Supermarket Type1,5103.36
FDA03,BABATUNJI046,FDA03_BABATUNJI046,18.5,Normal Sugar,0.045463773,Dairy,360.28,2004,Small,Cluster 1,Supermarket Type1,5467.88
FDA03,BABATUNJI049,FDA03_BABATUNJI049,18.5,Normal Sugar,0.045534457,Dairy,365.78,2006,Medium,Cluster 1,Supermarket Type1,9113.14
FDA04,BABATUNJI017,FDA04_BABATUNJI017,11.3,Normal Sugar,0.067107448,Frozen Foods,645.49,2014,,Cluster 2,Supermarket Type1,11007.34
FDA04,BABATUNJI027,FDA04_BABATUNJI027,,Normal Sugar,0.066406853,Frozen Foods,649.49,1992,Medium,Cluster 3,Supermarket Type3,14244.79
FDA04,BABATUNJI045,FDA04_BABATUNJI045,11.3,Normal Sugar,0.066865326,Frozen Foods,650.49,2009,,Cluster 2,Supermarket Type1,7122.4
FDA07,BABATUNJI010,FDA07_BABATUNJI010,7.55,Normal Sugar,0.051794958,Fruits and Vegetables,306.52,2005,,Cluster 3,Grocery Store,306.27
FDA07,BABATUNJI013,FDA07_BABATUNJI013,7.55,Normal Sugar,0.030918873,Fruits and Vegetables,309.77,1994,High,Cluster 3,Supermarket Type1,2756.41
FDA07,BABATUNJI018,FDA07_BABATUNJI018,7.55,Normal Sugar,0.03107068,Fruits and Vegetables,306.02,2016,Medium,Cluster 3,Supermarket Type2,2143.88
FDA07,BABATUNJI049,FDA07_BABATUNJI049,7.55,Normal Sugar,0.030992735,Fruits and Vegetables,310.77,2006,Medium,Cluster 1,Supermarket Type1,6737.9
FDA08,BABATUNJI013,FDA08_BABATUNJI013,11.85,Normal Sugar,0.050043472,Fruits and Vegetables,411.63,1994,High,Cluster 3,Supermarket Type1,5344.71
FDA08,BABATUNJI017,FDA08_BABATUNJI017,11.85,Normal Sugar,0.050368454,Fruits and Vegetables,409.63,2014,,Cluster 2,Supermarket Type1,4522.45
FDA08,BABATUNJI019,FDA08_BABATUNJI019,,Normal Sugar,0.087692636,Fruits and Vegetables,406.38,1992,Small,Cluster 1,Grocery Store,822.26
FDA08,BABATUNJI027,FDA08_BABATUNJI027,,Normal Sugar,0.049842613,Fruits and Vegetables,410.63,1992,Medium,Cluster 3,Supermarket Type3,9867.16
FDA08,BABATUNJI045,FDA08_BABATUNJI045,11.85,Normal Sugar,0.050186726,Fruits and Vegetables,410.38,2009,,Cluster 2,Supermarket Type1,7811.5
FDA08,BABATUNJI046,FDA08_BABATUNJI046,11.85,Normal Sugar,0.050085152,Fruits and Vegetables,411.88,2004,Small,Cluster 1,Supermarket Type1,3289.05
FDA09,BABATUNJI017,FDA09_BABATUNJI017,13.35,Normal Sugar,0.15021128,Snack Foods,447.67,2014,,Cluster 2,Supermarket Type1,6741.23
FDA09,BABATUNJI018,FDA09_BABATUNJI018,13.35,Normal Sugar,0.149974858,Snack Foods,449.42,2016,Medium,Cluster 3,Supermarket Type2,14830.7
FDA09,BABATUNJI035,FDA09_BABATUNJI035,13.35,Normal Sugar,0.149338159,Snack Foods,446.67,2011,Small,Cluster 2,Supermarket Type1,4494.15
FDA09,BABATUNJI045,FDA09_BABATUNJI045,13.35,Normal Sugar,0.149669322,Snack Foods,450.67,2009,,Cluster 2,Supermarket Type1,2247.08
FDA09,BABATUNJI049,FDA09_BABATUNJI049,13.35,Normal Sugar,0.149598628,Snack Foods,448.67,2006,Medium,Cluster 1,Supermarket Type1,9437.72
FDA10,BABATUNJI017,FDA10_BABATUNJI017,20.35,Low Sugar,0.142618182,Snack Foods,308.02,2014,,Cluster 2,Supermarket Type1,3062.68
FDA10,BABATUNJI018,FDA10_BABATUNJI018,20.35,Low Sugar,0.142393712,Snack Foods,306.77,2016,Medium,Cluster 3,Supermarket Type2,3675.22
FDA10,BABATUNJI019,FDA10_BABATUNJI019,,Ultra Low Sugar,0.248301532,Snack Foods,310.27,1992,Small,Cluster 1,Grocery Store,612.54
FDA10,BABATUNJI049,FDA10_BABATUNJI049,20.35,Low Sugar,0,Snack Foods,302.27,2006,Medium,Cluster 1,Supermarket Type1,3675.22
FDA11,BABATUNJI046,FDA11_BABATUNJI046,7.75,Low Sugar,0.043238822,Baking Goods,231.36,2004,Small,Cluster 1,Supermarket Type1,4254.46
FDA13,BABATUNJI013,FDA13_BABATUNJI013,15.85,Low Sugar,0.078489577,Canned,99.88,1994,High,Cluster 3,Supermarket Type1,1612.9
FDA14,BABATUNJI019,FDA14_BABATUNJI019,,Low Sugar,0.114127418,Dairy,367.94,1992,Small,Cluster 1,Grocery Store,1464.76
FDA14,BABATUNJI046,FDA14_BABATUNJI046,16.1,Low Sugar,0.065183228,Dairy,370.19,2004,Small,Cluster 1,Supermarket Type1,3661.9
FDA14,BABATUNJI049,FDA14_BABATUNJI049,16.1,Low Sugar,0.06528457,Dairy,362.69,2006,Medium,Cluster 1,Supermarket Type1,4760.47
FDA15,BABATUNJI017,FDA15_BABATUNJI017,9.3,Ultra Low Sugar,0.016113019,Dairy,622.02,2014,,Cluster 2,Supermarket Type1,14940.55
FDA15,BABATUNJI027,FDA15_BABATUNJI027,,Low Sugar,0.015944801,Dairy,623.77,1992,Medium,Cluster 3,Supermarket Type3,16185.6
FDA15,BABATUNJI035,FDA15_BABATUNJI035,9.3,Low Sugar,0.01601936,Dairy,621.27,2011,Small,Cluster 2,Supermarket Type1,16185.6
FDA15,BABATUNJI045,FDA15_BABATUNJI045,9.3,Low Sugar,0.016054884,Dairy,625.52,2009,,Cluster 2,Supermarket Type1,14940.55
FDA16,BABATUNJI027,FDA16_BABATUNJI027,,Low Sugar,0.033777629,Frozen Foods,557.11,1992,Medium,Cluster 3,Supermarket Type3,17683.65
FDA16,BABATUNJI035,FDA16_BABATUNJI035,6.695,Low Sugar,0.033935576,Frozen Foods,554.86,2011,Small,Cluster 2,Supermarket Type1,5526.14
FDA19,BABATUNJI010,FDA19_BABATUNJI010,7.52,Low Sugar,0.092272132,Fruits and Vegetables,322,2005,,Cluster 3,Grocery Store,321.25
FDA19,BABATUNJI013,FDA19_BABATUNJI013,7.52,Ultra Low Sugar,0.055081623,Fruits and Vegetables,322.25,1994,High,Cluster 3,Supermarket Type1,5139.98
FDA19,BABATUNJI019,FDA19_BABATUNJI019,,Low Sugar,0,Fruits and Vegetables,316.75,1992,Small,Cluster 1,Grocery Store,642.5
FDA19,BABATUNJI046,FDA19_BABATUNJI046,7.52,Low Sugar,0.055127499,Fruits and Vegetables,320.75,2004,Small,Cluster 1,Supermarket Type1,9958.7
FDA19,BABATUNJI049,FDA19_BABATUNJI049,7.52,Low Sugar,0.055213208,Fruits and Vegetables,324,2006,Medium,Cluster 1,Supermarket Type1,1606.24
FDA20,BABATUNJI017,FDA20_BABATUNJI017,6.78,Low Sugar,0.066997921,Fruits and Vegetables,466.31,2014,,Cluster 2,Supermarket Type1,6524.84
FDA20,BABATUNJI018,FDA20_BABATUNJI018,6.78,Low Sugar,0.066892471,Fruits and Vegetables,466.06,2016,Medium,Cluster 3,Supermarket Type2,3262.42
FDA20,BABATUNJI027,FDA20_BABATUNJI027,,Low Sugar,0.066298469,Fruits and Vegetables,467.06,1992,Medium,Cluster 3,Supermarket Type3,15846.04
FDA20,BABATUNJI035,FDA20_BABATUNJI035,6.78,Low Sugar,0.066608487,Fruits and Vegetables,461.56,2011,Small,Cluster 2,Supermarket Type1,13515.74
FDA20,BABATUNJI049,FDA20_BABATUNJI049,6.78,Low Sugar,0.066724663,Fruits and Vegetables,469.31,2006,Medium,Cluster 1,Supermarket Type1,3728.48
FDA21,BABATUNJI018,FDA21_BABATUNJI018,13.65,Low Sugar,0.036107198,Snack Foods,461.23,2016,Medium,Cluster 3,Supermarket Type2,12956.47
FDA21,BABATUNJI035,FDA21_BABATUNJI035,13.65,Low Sugar,0.03595391,Snack Foods,463.23,2011,Small,Cluster 2,Supermarket Type1,7866.43
FDA21,BABATUNJI045,FDA21_BABATUNJI045,13.65,Low Sugar,0.036033639,Snack Foods,459.48,2009,,Cluster 2,Supermarket Type1,6478.23
FDA21,BABATUNJI046,FDA21_BABATUNJI046,13.65,Low Sugar,0.03596071,Snack Foods,465.98,2004,Small,Cluster 1,Supermarket Type1,4164.58
FDA21,BABATUNJI049,FDA21_BABATUNJI049,13.65,Low Sugar,0.036016619,Snack Foods,465.98,2006,Medium,Cluster 1,Supermarket Type1,3239.12
FDA22,BABATUNJI027,FDA22_BABATUNJI027,,Low Sugar,0,Starchy Foods,418.79,1992,Medium,Cluster 3,Supermarket Type3,10862.53
FDA22,BABATUNJI035,FDA22_BABATUNJI035,7.435,Low Sugar,0.084436394,Starchy Foods,421.54,2011,Small,Cluster 2,Supermarket Type1,11280.32
FDA22,BABATUNJI046,FDA22_BABATUNJI046,7.435,Low Sugar,0.084452363,Starchy Foods,413.04,2004,Small,Cluster 1,Supermarket Type1,7102.42
FDA23,BABATUNJI013,FDA23_BABATUNJI013,9.8,Low Sugar,0.04714777,Baking Goods,256,1994,High,Cluster 3,Supermarket Type1,4301.07
FDA23,BABATUNJI046,FDA23_BABATUNJI046,9.8,Low Sugar,0.047187038,Baking Goods,251.5,2004,Small,Cluster 1,Supermarket Type1,4048.06
FDA23,BABATUNJI049,FDA23_BABATUNJI049,9.8,Low Sugar,0.047260402,Baking Goods,257,2006,Medium,Cluster 1,Supermarket Type1,4807.08
FDA25,BABATUNJI046,FDA25_BABATUNJI046,16.5,Normal Sugar,0.068125756,Canned,253,2004,Small,Cluster 1,Supermarket Type1,2579.98
FDA26,BABATUNJI019,FDA26_BABATUNJI019,,Normal Sugar,0.129425145,Dairy,548.37,1992,Small,Cluster 1,Grocery Store,547.62
FDA26,BABATUNJI027,FDA26_BABATUNJI027,,Normal Sugar,0.073562475,Dairy,544.12,1992,Medium,Cluster 3,Supermarket Type3,8214.31
FDA26,BABATUNJI035,FDA26_BABATUNJI035,7.855,Normal Sugar,0.073906461,Dairy,546.12,2011,Small,Cluster 2,Supermarket Type1,12047.65
FDA27,BABATUNJI017,FDA27_BABATUNJI017,20.35,Normal Sugar,0.031102571,Dairy,643.17,2014,,Cluster 2,Supermarket Type1,5113.34
FDA27,BABATUNJI045,FDA27_BABATUNJI045,20.35,Normal Sugar,0.030990354,Dairy,640.92,2009,,Cluster 2,Supermarket Type1,2556.67
FDA28,BABATUNJI010,FDA28_BABATUNJI010,16.1,Normal Sugar,0.080010553,Frozen Foods,310.59,2005,,Cluster 3,Grocery Store,943.77
FDA28,BABATUNJI017,FDA28_BABATUNJI017,16.1,Normal Sugar,0.04807227,Frozen Foods,316.34,2014,,Cluster 2,Supermarket Type1,4404.27
FDA28,BABATUNJI018,FDA28_BABATUNJI018,16.1,Normal Sugar,0.047996608,Frozen Foods,317.59,2016,Medium,Cluster 3,Supermarket Type2,3460.5
FDA28,BABATUNJI035,FDA28_BABATUNJI035,16.1,Normal Sugar,0.047792845,Frozen Foods,315.34,2011,Small,Cluster 2,Supermarket Type1,8179.35
FDA28,BABATUNJI046,FDA28_BABATUNJI046,16.1,Normal Sugar,0.047801883,Frozen Foods,318.59,2004,Small,Cluster 1,Supermarket Type1,5662.63
FDA31,BABATUNJI017,FDA31_BABATUNJI017,7.1,Low Sugar,0.110633958,Fruits and Vegetables,434.52,2014,,Cluster 2,Supermarket Type1,3029.39
FDA31,BABATUNJI018,FDA31_BABATUNJI018,7.1,Ultra Low Sugar,0.110459828,Fruits and Vegetables,430.27,2016,Medium,Cluster 3,Supermarket Type2,5626.01
FDA31,BABATUNJI035,FDA31_BABATUNJI035,7.1,Low Sugar,0.109990885,Fruits and Vegetables,432.27,2011,Small,Cluster 2,Supermarket Type1,6924.32
FDA31,BABATUNJI045,FDA31_BABATUNJI045,7.1,Low Sugar,0.110234793,Fruits and Vegetables,429.27,2009,,Cluster 2,Supermarket Type1,7789.86
FDA32,BABATUNJI017,FDA32_BABATUNJI017,14,Ultra Low Sugar,0,Fruits and Vegetables,542.3,2014,,Cluster 2,Supermarket Type1,16178.94
FDA32,BABATUNJI019,FDA32_BABATUNJI019,,Ultra Low Sugar,0.052691046,Fruits and Vegetables,540.8,1992,Small,Cluster 1,Grocery Store,539.3
FDA32,BABATUNJI045,FDA32_BABATUNJI045,14,Low Sugar,0.030155224,Fruits and Vegetables,536.8,2009,,Cluster 2,Supermarket Type1,7550.17
FDA32,BABATUNJI049,FDA32_BABATUNJI049,14,Low Sugar,0.030140981,Fruits and Vegetables,540.05,2006,Medium,Cluster 1,Supermarket Type1,6471.58
FDA33,BABATUNJI017,FDA33_BABATUNJI017,6.48,Low Sugar,0.034091649,Snack Foods,365.52,2014,,Cluster 2,Supermarket Type1,5912.3
FDA33,BABATUNJI035,FDA33_BABATUNJI035,6.48,Low Sugar,0.033893487,Snack Foods,367.52,2011,Small,Cluster 2,Supermarket Type1,7759.9
FDA33,BABATUNJI045,FDA33_BABATUNJI045,6.48,Low Sugar,0.033968647,Snack Foods,370.02,2009,,Cluster 2,Supermarket Type1,2217.11
FDA33,BABATUNJI046,FDA33_BABATUNJI046,6.48,Low Sugar,0.033899898,Snack Foods,367.27,2004,Small,Cluster 1,Supermarket Type1,7390.38
FDA33,BABATUNJI049,FDA33_BABATUNJI049,6.48,Ultra Low Sugar,0.033952603,Snack Foods,370.52,2006,Medium,Cluster 1,Supermarket Type1,8498.94
FDA34,BABATUNJI017,FDA34_BABATUNJI017,11.5,Low Sugar,0.014944614,Starchy Foods,429.52,2014,,Cluster 2,Supermarket Type1,14281.41
FDA34,BABATUNJI018,FDA34_BABATUNJI018,11.5,Low Sugar,0.014921093,Starchy Foods,434.77,2016,Medium,Cluster 3,Supermarket Type2,3029.39
FDA34,BABATUNJI027,FDA34_BABATUNJI027,,Low Sugar,0.014788594,Starchy Foods,436.02,1992,Medium,Cluster 3,Supermarket Type3,18609.11
FDA34,BABATUNJI049,FDA34_BABATUNJI049,11.5,Low Sugar,0.014883661,Starchy Foods,436.27,2006,Medium,Cluster 1,Supermarket Type1,9088.17
FDA35,BABATUNJI017,FDA35_BABATUNJI017,14.85,Normal Sugar,0.054142088,Baking Goods,310.27,2014,,Cluster 2,Supermarket Type1,4594.02
FDA35,BABATUNJI046,FDA35_BABATUNJI046,14.85,Normal Sugar,0.053837561,Baking Goods,302.02,2004,Small,Cluster 1,Supermarket Type1,10719.38
FDA35,BABATUNJI049,FDA35_BABATUNJI049,14.85,Normal Sugar,0.053921264,Baking Goods,307.52,2006,Medium,Cluster 1,Supermarket Type1,4900.29
FDA36,BABATUNJI019,FDA36_BABATUNJI019,,Low Sugar,0.009921107,Baking Goods,459.23,1992,Small,Cluster 1,Grocery Store,1388.19
FDA36,BABATUNJI027,FDA36_BABATUNJI027,,Low Sugar,0.005638944,Baking Goods,462.48,1992,Medium,Cluster 3,Supermarket Type3,7866.43
FDA36,BABATUNJI045,FDA36_BABATUNJI045,5.985,Low Sugar,0.005677876,Baking Goods,462.23,2009,,Cluster 2,Supermarket Type1,4164.58
FDA37,BABATUNJI018,FDA37_BABATUNJI018,7.81,Normal Sugar,0.055451725,Canned,306.51,2016,Medium,Cluster 3,Supermarket Type2,5913.97
FDA37,BABATUNJI046,FDA37_BABATUNJI046,7.81,Normal Sugar,0.055226755,Canned,307.76,2004,Small,Cluster 1,Supermarket Type1,2178.83
FDA38,BABATUNJI019,FDA38_BABATUNJI019,,Low Sugar,0.04461205,Dairy,602.88,1992,Small,Cluster 1,Grocery Store,1201.77
FDA39,BABATUNJI010,FDA39_BABATUNJI010,6.32,Low Sugar,0.021287234,Meat,96.46,2005,,Cluster 3,Grocery Store,196.41
FDA39,BABATUNJI013,FDA39_BABATUNJI013,6.32,Low Sugar,0.012707362,Meat,102.71,1994,High,Cluster 3,Supermarket Type1,2356.93
FDA40,BABATUNJI013,FDA40_BABATUNJI013,16,Normal Sugar,0.099188598,Frozen Foods,222.46,1994,High,Cluster 3,Supermarket Type1,4174.57
FDA43,BABATUNJI017,FDA43_BABATUNJI017,10.895,Low Sugar,0.065041581,Fruits and Vegetables,490.95,2014,,Cluster 2,Supermarket Type1,7803.18
FDA43,BABATUNJI018,FDA43_BABATUNJI018,10.895,Low Sugar,0.064939211,Fruits and Vegetables,485.45,2016,Medium,Cluster 3,Supermarket Type2,5852.38
FDA43,BABATUNJI027,FDA43_BABATUNJI027,,Low Sugar,0.064362554,Fruits and Vegetables,484.45,1992,Medium,Cluster 3,Supermarket Type3,12192.46
FDA44,BABATUNJI010,FDA44_BABATUNJI010,19.7,Low Sugar,0.089083914,Fruits and Vegetables,136.48,2005,,Cluster 3,Grocery Store,141.48
FDA44,BABATUNJI013,FDA44_BABATUNJI013,19.7,Low Sugar,0.053178425,Fruits and Vegetables,139.98,1994,High,Cluster 3,Supermarket Type1,2263.72
FDA45,BABATUNJI018,FDA45_BABATUNJI018,21.25,Low Sugar,0.156012631,Snack Foods,443.34,2016,Medium,Cluster 3,Supermarket Type2,7057.48
FDA45,BABATUNJI027,FDA45_BABATUNJI027,,Low Sugar,0.154627247,Snack Foods,444.09,1992,Medium,Cluster 3,Supermarket Type3,13673.87
FDA45,BABATUNJI035,FDA45_BABATUNJI035,21.25,Low Sugar,0.155350299,Snack Foods,445.59,2011,Small,Cluster 2,Supermarket Type1,1323.28
FDA45,BABATUNJI045,FDA45_BABATUNJI045,21.25,Low Sugar,0.155694794,Snack Foods,444.09,2009,,Cluster 2,Supermarket Type1,7498.57
FDA46,BABATUNJI017,FDA46_BABATUNJI017,13.6,Low Sugar,0.11830085,Snack Foods,490.53,2014,,Cluster 2,Supermarket Type1,4860.34
FDA46,BABATUNJI027,FDA46_BABATUNJI027,,Low Sugar,0.117065801,Snack Foods,490.28,1992,Medium,Cluster 3,Supermarket Type3,15067.05
FDA46,BABATUNJI035,FDA46_BABATUNJI035,13.6,Low Sugar,0.117613212,Snack Foods,485.53,2011,Small,Cluster 2,Supermarket Type1,6318.44
FDA46,BABATUNJI045,FDA46_BABATUNJI045,13.6,Low Sugar,0.117874024,Snack Foods,484.03,2009,,Cluster 2,Supermarket Type1,11178.78
FDA46,BABATUNJI049,FDA46_BABATUNJI049,13.6,Low Sugar,0.117818348,Snack Foods,482.28,2006,Medium,Cluster 1,Supermarket Type1,6318.44
FDA47,BABATUNJI013,FDA47_BABATUNJI013,10.5,Normal Sugar,0.116576702,Baking Goods,407.8,1994,High,Cluster 3,Supermarket Type1,4485.83
FDA47,BABATUNJI017,FDA47_BABATUNJI017,10.5,Normal Sugar,0.11733375,Baking Goods,410.3,2014,,Cluster 2,Supermarket Type1,6932.64
FDA47,BABATUNJI018,FDA47_BABATUNJI018,10.5,Normal Sugar,0.117149075,Baking Goods,410.3,2016,Medium,Cluster 3,Supermarket Type2,4485.83
FDA47,BABATUNJI027,FDA47_BABATUNJI027,,Normal Sugar,0.116108797,Baking Goods,410.3,1992,Medium,Cluster 3,Supermarket Type3,15088.69
FDA47,BABATUNJI045,FDA47_BABATUNJI045,10.5,Normal Sugar,0,Baking Goods,406.05,2009,,Cluster 2,Supermarket Type1,3262.42
FDA47,BABATUNJI046,FDA47_BABATUNJI046,10.5,Normal Sugar,0.116673795,Baking Goods,404.3,2004,Small,Cluster 1,Supermarket Type1,8971.66
FDA48,BABATUNJI045,FDA48_BABATUNJI045,12.1,Low Sugar,0.115107028,Baking Goods,555.03,2009,,Cluster 2,Supermarket Type1,8868.46
FDA49,BABATUNJI010,FDA49_BABATUNJI010,19.7,Low Sugar,0.108665723,Canned,216.05,2005,,Cluster 3,Grocery Store,218.05
FDA50,BABATUNJI010,FDA50_BABATUNJI010,16.25,Ultra Low Sugar,0.145913308,Dairy,238.6,2005,,Cluster 3,Grocery Store,482.71
FDA50,BABATUNJI013,FDA50_BABATUNJI013,16.25,Low Sugar,0.087102593,Dairy,240.1,1994,High,Cluster 3,Supermarket Type1,2172.17
FDA50,BABATUNJI046,FDA50_BABATUNJI046,16.25,Low Sugar,0.087175137,Dairy,245.85,2004,Small,Cluster 1,Supermarket Type1,3378.94
FDA50,BABATUNJI049,FDA50_BABATUNJI049,16.25,Low Sugar,0.087310672,Dairy,238.85,2006,Medium,Cluster 1,Supermarket Type1,3861.64
FDA51,BABATUNJI013,FDA51_BABATUNJI013,8.05,Normal Sugar,0.164542555,Dairy,280.63,1994,High,Cluster 3,Supermarket Type1,4269.44
FDA51,BABATUNJI046,FDA51_BABATUNJI046,8.05,Normal Sugar,0.164679597,Dairy,280.38,2004,Small,Cluster 1,Supermarket Type1,3130.92
FDA52,BABATUNJI027,FDA52_BABATUNJI027,,Normal Sugar,0.127800388,Frozen Foods,442.59,1992,Medium,Cluster 3,Supermarket Type3,11468.41
